Resource ID,Service Name,Usage Quantity,Usage Unit,Region / Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
resource_255,Cloud Storage,36.1946,GB,us-east1,56.52,40.28,9.40776E+11,9.41025E+11,2023-08-15 11:00:00,2023-08-16 11:00:00,3.6677,132.7509344,133,11039
resource_56,Cloud Memorystore,78.1204,GB,asia-south1,64.54,75.03,3445292256,3621864290,2023-08-15 12:00:00,2023-08-20 22:00:00,9.7027,757.9788051,758,62914
resource_975,Cloud Tasks,335,Requests,us-central1,73.34,33.88,8.57096E+11,8.57528E+11,2023-08-15 12:00:00,2023-08-17 17:00:00,8.7917,2945.2195,2945,244435
resource_551,Cloud Tasks,399,Requests,us-central1,73.11,71.37,9.23138E+11,9.23408E+11,2023-08-15 12:00:00,2023-08-17 14:00:00,1.895,756.105,756,62748
resource_146,Cloud Tasks,230,Requests,us-east1,8.67,79.83,9.19316E+11,9.19742E+11,2023-08-15 12:00:00,2023-08-15 23:00:00,1.4874,342.102,342,28386
resource_843,Cloud Logging,25.9252,GB,us-east1,89.9,63.51,9.28351E+11,9.28869E+11,2023-08-15 12:00:00,2023-08-23 03:00:00,0.6793,17.61098836,18,1494
resource_382,Cloud Logging,64.8447,GB,us-central1,60.98,89.7,4.24497E+11,4.24727E+11,2023-08-15 12:00:00,2023-08-23 10:00:00,1.6863,109.3476176,109,9047
resource_716,Artifact Registry,71.2026,GB,asia-east1,22.01,81.65,5.47078E+11,5.47724E+11,2023-08-15 12:00:00,2023-08-30 17:00:00,7.9455,565.7402583,566,46978
resource_889,App Engine,175,Hours,us-central1,72.51,1.6,5.54731E+11,5.54942E+11,2023-08-15 12:00:00,2023-08-22 19:00:00,5.4514,953.995,954,79182
resource_76,Artifact Registry,17.0443,GB,us-west1,42.87,27.91,7.36284E+11,7.36769E+11,2023-08-15 13:00:00,2023-08-31 10:00:00,9.1291,155.5991191,156,12948
resource_471,Cloud Dataproc,23,Hours,us-west1,3.76,57.84,3.44378E+11,3.44649E+11,2023-08-15 13:00:00,2023-08-16 12:00:00,7.4383,171.0809,171,14193
resource_898,Cloud Dataflow,368,Hours,europe-west1,36.68,21.44,5.44777E+11,5.45139E+11,2023-08-15 13:00:00,2023-08-30 21:00:00,6.1196,2252.0128,2252,186916
resource_375,Cloud Storage,31.4226,GB,asia-east1,18.21,60.79,1.72677E+11,1.72711E+11,2023-08-15 13:00:00,2023-08-16 05:00:00,6.3098,198.2703215,198,16434
resource_403,Cloud Functions,567,Requests,us-east1,31.75,96.96,17115681315,17122496884,2023-08-15 13:00:00,2023-08-17 15:00:00,4.0061,2271.4587,2271,188493
resource_330,App Engine,125,Hours,us-west1,6.3,14.52,3.31618E+11,3.32212E+11,2023-08-15 13:00:00,2023-08-20 18:00:00,1.6667,208.3375,208,17264
resource_922,Cloud Dataflow,435,Hours,us-central1,53.02,67.8,5.87229E+11,5.87296E+11,2023-08-15 13:00:00,2023-09-02 16:00:00,4.1684,1813.254,1813,150479
resource_126,Cloud Memorystore,81.8807,GB,us-central1,26.8,30.51,8.90472E+11,8.90502E+11,2023-08-15 13:00:00,2023-08-18 19:00:00,1.7929,146.803907,147,12201
resource_335,Cloud Monitoring,26.1112,GB,europe-west1,71.57,29.68,60949539038,61489551511,2023-08-15 14:00:00,2023-08-20 13:00:00,1.9557,51.06567384,51,4233
resource_31,Secret Manager,268,Requests,us-central1,29.9,52.37,2.14467E+11,2.1484E+11,2023-08-15 14:00:00,2023-08-30 17:00:00,4.4852,1202.0336,1202,99766
resource_970,App Engine,115,Hours,europe-west1,37.98,63.29,7.10919E+11,7.11768E+11,2023-08-15 14:00:00,2023-08-20 09:00:00,0.3935,45.2525,45,3735
resource_976,Cloud Spanner,330,Hours,europe-west1,31.73,66.27,7.98422E+11,7.99124E+11,2023-08-15 14:00:00,2023-08-29 08:00:00,1.8945,625.185,625,51875
resource_90,Compute Engine,86,Hours,europe-west1,84.13,13.84,5.16909E+11,5.17619E+11,2023-08-15 14:00:00,2023-08-19 04:00:00,6.4667,556.1362,556,46148
resource_173,Cloud Pub/Sub,904,Requests,us-east1,47.49,46.18,2.98421E+11,2.98687E+11,2023-08-15 14:00:00,2023-08-30 05:00:00,4.3188,3904.1952,3904,324032
resource_573,Cloud SQL,723,Hours,asia-south1,3.55,37.7,3.3976E+11,3.4038E+11,2023-08-15 14:00:00,2023-09-14 17:00:00,2.2473,1624.7979,1625,134875
resource_123,App Engine,28,Hours,asia-east1,63.9,34.77,9.77771E+11,9.78622E+11,2023-08-15 14:00:00,2023-08-16 18:00:00,4.0312,112.8736,113,9379
resource_370,Dialogflow,471,Requests,europe-west1,94.9,22.22,9.91388E+11,9.9223E+11,2023-08-15 14:00:00,2023-08-22 03:00:00,6.4781,3051.1851,3051,253233
resource_831,Compute Engine,22,Hours,us-east1,2.81,2.02,9.60499E+11,9.61252E+11,2023-08-15 15:00:00,2023-08-16 13:00:00,2.2233,48.9126,49,4067
resource_707,Cloud Functions,255,Requests,us-east1,78.48,69.03,4.54343E+11,4.54687E+11,2023-08-15 15:00:00,2023-08-20 00:00:00,3.455,881.025,881,73123
resource_812,Cloud Dataproc,105,Hours,asia-east1,86.22,5.72,4.27595E+11,4.27878E+11,2023-08-15 15:00:00,2023-08-20 00:00:00,8.7566,919.443,919,76277
resource_139,Cloud SQL,457,Hours,us-east1,8.74,33.64,29407868160,29532344500,2023-08-15 15:00:00,2023-09-03 16:00:00,5.9058,2698.9506,2699,224017
resource_489,Cloud SQL,501,Hours,us-west1,84.51,4.37,3.02849E+11,3.03512E+11,2023-08-15 15:00:00,2023-09-05 12:00:00,2.9186,1462.2186,1462,121346
resource_717,Cloud Tasks,202,Requests,us-west1,47.74,66.03,8.36642E+11,8.3741E+11,2023-08-15 15:00:00,2023-08-16 20:00:00,4.0211,812.2622,812,67396
resource_110,Cloud Pub/Sub,1000,Requests,asia-east1,74.37,57.99,6.62735E+11,6.62838E+11,2023-08-15 15:00:00,2023-08-16 21:00:00,2.304,2304,2304,191232
resource_562,Dialogflow,110,Requests,us-west1,12.18,97.84,4.83014E+11,4.83622E+11,2023-08-15 16:00:00,2023-08-18 09:00:00,1.9524,214.764,215,17845
resource_467,Cloud Spanner,17,Hours,us-east1,90.15,89.89,2.87321E+11,2.87632E+11,2023-08-15 16:00:00,2023-08-16 09:00:00,1.3191,22.4247,22,1826
resource_733,Cloud SQL,9,Hours,us-west1,11.7,44.92,3.1001E+11,3.10523E+11,2023-08-15 16:00:00,2023-08-16 01:00:00,7.7221,69.4989,69,5727
resource_741,BigQuery,909,Requests,asia-east1,62.24,40.37,2.65314E+11,2.65589E+11,2023-08-15 16:00:00,2023-08-16 05:00:00,8.3118,7555.4262,7555,627065
resource_52,Compute Engine,10,Hours,us-central1,40.55,14.98,9.14829E+11,9.15769E+11,2023-08-15 16:00:00,2023-08-16 02:00:00,2.8224,28.224,28,2324
resource_265,Cloud Logging,98.7555,GB,us-central1,64.62,50.03,8.68568E+11,8.6934E+11,2023-08-15 16:00:00,2023-08-16 02:00:00,1.428,141.022854,141,11703
resource_563,Cloud CDN,198,Requests,asia-south1,5.65,87.56,2.60898E+11,2.61315E+11,2023-08-15 16:00:00,2023-08-20 12:00:00,3.8714,766.5372,767,63661
resource_373,Cloud Monitoring,15.9053,GB,us-east1,1.46,33.28,4.48074E+11,4.48592E+11,2023-08-15 16:00:00,2023-08-30 21:00:00,5.0817,80.82596301,81,6723
resource_199,Cloud Spanner,225,Hours,asia-east1,2.62,60.43,5.75664E+11,5.76243E+11,2023-08-15 17:00:00,2023-08-25 02:00:00,7.4019,1665.4275,1665,138195
resource_711,Compute Engine,406,Hours,europe-west1,79.23,61.24,4.98866E+11,4.98974E+11,2023-08-15 17:00:00,2023-09-01 15:00:00,1.2173,494.2238,494,41002
resource_138,Compute Engine,15,Hours,europe-west1,55.67,41.06,7.14614E+11,7.15057E+11,2023-08-15 17:00:00,2023-08-16 08:00:00,1.7925,26.8875,27,2241
resource_721,Cloud Storage,15.6044,GB,us-east1,81.66,38.38,32230596840,32658718569,2023-08-15 17:00:00,2023-08-22 15:00:00,5.3175,82.976397,83,6889
resource_72,Cloud Dataproc,157,Hours,europe-west1,2.47,93.12,5.76245E+11,5.76377E+11,2023-08-15 17:00:00,2023-08-22 06:00:00,3.9506,620.2442,620,51460
resource_759,Cloud Run,31,Requests,europe-west1,89.66,52.9,9.37931E+11,9.3856E+11,2023-08-15 17:00:00,2023-08-27 19:00:00,1.7889,55.4559,55,4565
resource_401,Secret Manager,688,Requests,us-central1,20.74,21.64,7.22077E+11,7.22979E+11,2023-08-15 18:00:00,2023-08-17 00:00:00,5.1306,3529.8528,3530,292990
resource_148,Cloud Armor,591,Requests,europe-west1,54.63,60.28,1.5756E+11,1.58396E+11,2023-08-15 18:00:00,2023-08-17 14:00:00,3.267,1930.797,1931,160273
resource_829,Cloud Monitoring,62.6262,GB,europe-west1,76.05,5.75,6.38032E+11,6.38335E+11,2023-08-15 18:00:00,2023-08-19 01:00:00,2.4634,154.2733811,154,12782
resource_533,Cloud Tasks,429,Requests,asia-east1,37.25,30.06,5.72355E+11,5.72973E+11,2023-08-15 18:00:00,2023-08-17 16:00:00,1.5054,645.8166,646,53618
resource_137,Cloud SQL,35,Hours,asia-east1,26.42,75.46,4.0055E+11,4.01441E+11,2023-08-15 18:00:00,2023-08-17 05:00:00,9.4329,330.1515,330,27390
resource_791,Cloud Pub/Sub,339,Requests,asia-south1,86.15,65.71,6.14977E+11,6.15393E+11,2023-08-15 18:00:00,2023-08-19 10:00:00,8.8106,2986.7934,2987,247921
resource_586,Cloud Run,649,Requests,asia-east1,78.92,95.87,4.94371E+11,4.94466E+11,2023-08-15 18:00:00,2023-08-17 10:00:00,0.6992,453.7808,454,37682
resource_4,Cloud Dataflow,157,Hours,asia-south1,77.9,66.21,9.29339E+11,9.30065E+11,2023-08-15 18:00:00,2023-08-22 07:00:00,0.553,86.821,87,7221
resource_890,Cloud Filestore,92.9639,GB,europe-west1,30.67,6.78,3.6573E+11,3.66657E+11,2023-08-15 18:00:00,2023-08-15 19:00:00,6.8228,634.2740969,634,52622
resource_417,Cloud Logging,36.7162,GB,us-east1,2.44,42.57,2.62904E+11,2.6312E+11,2023-08-15 18:00:00,2023-08-26 10:00:00,7.1375,262.0618775,262,21746
resource_284,Cloud Spanner,10,Hours,us-east1,18.4,88.06,4.42156E+11,4.42623E+11,2023-08-15 18:00:00,2023-08-16 04:00:00,5.7868,57.868,58,4814
resource_664,Dialogflow,877,Requests,asia-south1,54.39,99.62,2.56924E+11,2.57174E+11,2023-08-15 18:00:00,2023-08-17 16:00:00,5.5568,4873.3136,4873,404459
resource_852,Cloud Filestore,50.4845,GB,us-east1,9.02,75.35,4.94371E+11,4.94523E+11,2023-08-15 19:00:00,2023-08-18 15:00:00,1.1829,59.71811505,60,4980
resource_71,Cloud Logging,60.5891,GB,us-east1,96.08,99.72,4.68315E+11,4.69086E+11,2023-08-15 19:00:00,2023-08-19 08:00:00,9.3669,567.5320408,568,47144
resource_567,Secret Manager,751,Requests,asia-east1,13.29,74.91,6.43654E+11,6.44589E+11,2023-08-15 19:00:00,2023-08-17 15:00:00,3.7668,2828.8668,2829,234807
resource_106,Cloud Storage,53.1719,GB,asia-east1,37.72,28.88,7.52905E+11,7.52958E+11,2023-08-15 19:00:00,2023-08-16 20:00:00,2.2734,120.8809975,121,10043
resource_423,Cloud Dataproc,50,Hours,asia-east1,70.36,14.26,6.65681E+11,6.66573E+11,2023-08-15 19:00:00,2023-08-17 21:00:00,2.1757,108.785,109,9047
resource_952,BigQuery,451,Requests,europe-west1,12.84,96.79,3.36132E+11,3.37076E+11,2023-08-15 19:00:00,2023-08-18 07:00:00,0.8005,361.0255,361,29963
resource_558,Artifact Registry,57.3009,GB,asia-east1,6.88,6.93,33893530075,34206715953,2023-08-15 19:00:00,2023-08-22 21:00:00,9.0618,519.2492956,519,43077
resource_241,Cloud Build,927,Requests,asia-south1,41.03,91.72,2.79797E+11,2.79806E+11,2023-08-15 19:00:00,2023-08-29 12:00:00,5.1392,4764.0384,4764,395412
resource_890,Cloud Filestore,59.7522,GB,europe-west1,43.86,55.34,1.48662E+11,1.48706E+11,2023-08-15 19:00:00,2023-09-01 01:00:00,9.2867,554.9007557,555,46065
resource_634,Cloud SQL,1,Hours,asia-south1,13.14,66.88,8.22651E+11,8.22808E+11,2023-08-15 19:00:00,2023-08-15 20:00:00,1.3104,1.3104,1,83
resource_709,Secret Manager,959,Requests,us-west1,62.41,40.2,3.67666E+11,3.67831E+11,2023-08-15 19:00:00,2023-08-17 05:00:00,1.6201,1553.6759,1554,128982
resource_53,Cloud CDN,335,Requests,asia-south1,55.29,78.65,5.01439E+11,5.01708E+11,2023-08-15 19:00:00,2023-08-18 05:00:00,0.8351,279.7585,280,23240
resource_460,Cloud Spanner,57,Hours,us-east1,68.89,82.34,5.07793E+11,5.08272E+11,2023-08-15 19:00:00,2023-08-18 04:00:00,7.4721,425.9097,426,35358
resource_632,Cloud Storage,64.3976,GB,us-west1,9.34,23.4,4.25273E+11,4.26126E+11,2023-08-15 19:00:00,2023-08-26 21:00:00,9.678,623.2399728,623,51709
resource_634,Cloud SQL,83,Hours,asia-south1,49.19,7.81,3.9517E+11,3.95199E+11,2023-08-15 20:00:00,2023-08-19 07:00:00,0.6749,56.0167,56,4648
resource_869,App Engine,48,Hours,europe-west1,8.95,53.38,4.9196E+11,4.92323E+11,2023-08-15 20:00:00,2023-08-17 20:00:00,0.2065,9.912,10,830
resource_360,BigQuery,731,Requests,asia-east1,75.96,50.14,19038458114,19106040427,2023-08-15 20:00:00,2023-08-22 07:00:00,1.1221,820.2551,820,68060
resource_705,Secret Manager,400,Requests,europe-west1,45.65,48.96,5.61484E+11,5.62409E+11,2023-08-15 20:00:00,2023-08-18 18:00:00,8.8552,3542.08,3542,293986
resource_615,Cloud Monitoring,45.451,GB,us-east1,29.43,65.76,1.48614E+11,1.49128E+11,2023-08-15 20:00:00,2023-08-17 02:00:00,1.4137,64.2540787,64,5312
resource_112,Cloud Tasks,822,Requests,europe-west1,81.79,36.26,2.71374E+11,2.71728E+11,2023-08-15 20:00:00,2023-08-18 10:00:00,9.3259,7665.8898,7666,636278
resource_398,Cloud Filestore,74.5825,GB,us-east1,94.62,60.83,7.15006E+11,7.15158E+11,2023-08-15 21:00:00,2023-08-17 09:00:00,4.669,348.2256925,348,28884
resource_201,Cloud Dataflow,21,Hours,us-east1,91.44,97.26,3.99481E+11,3.99649E+11,2023-08-15 21:00:00,2023-08-16 18:00:00,7.2163,151.5423,152,12616
resource_280,Cloud Dataflow,56,Hours,us-east1,36.51,97.44,8.93723E+11,8.94328E+11,2023-08-15 21:00:00,2023-08-18 05:00:00,8.3128,465.5168,466,38678
resource_963,Cloud Scheduler,172,Requests,asia-south1,6.89,50.39,5.6486E+11,5.65586E+11,2023-08-15 21:00:00,2023-08-22 00:00:00,4.3949,755.9228,756,62748
resource_282,Cloud Spanner,637,Hours,europe-west1,39.63,54.24,7.82366E+11,7.82944E+11,2023-08-15 21:00:00,2023-09-11 10:00:00,3.005,1914.185,1914,158862
resource_768,Dialogflow,236,Requests,asia-east1,57.01,54.86,72673380204,72709716546,2023-08-15 22:00:00,2023-08-23 00:00:00,7.6469,1804.6684,1805,149815
resource_235,Compute Engine,19,Hours,us-east1,93.99,56.51,9.80072E+11,9.80665E+11,2023-08-15 22:00:00,2023-08-16 17:00:00,0.6731,12.7889,13,1079
resource_999,Cloud Dataflow,100,Hours,us-east1,74.48,38.02,8.03243E+11,8.04103E+11,2023-08-15 22:00:00,2023-08-20 02:00:00,2.5892,258.92,259,21497
resource_787,Cloud Build,976,Requests,europe-west1,26.19,15.51,6.18357E+11,6.19307E+11,2023-08-15 22:00:00,2023-08-18 04:00:00,3.9351,3840.6576,3841,318803
resource_808,Cloud Monitoring,69.7423,GB,asia-south1,5.22,82.35,9.41482E+11,9.42129E+11,2023-08-15 22:00:00,2023-08-20 01:00:00,6.0472,421.7456366,422,35026
resource_98,Cloud Filestore,54.1364,GB,asia-south1,69.81,61.94,8.05736E+11,8.05986E+11,2023-08-15 23:00:00,2023-08-18 15:00:00,1.6493,89.28716452,89,7387
resource_884,BigQuery,261,Requests,us-central1,23.03,29.57,9.73586E+11,9.73885E+11,2023-08-15 23:00:00,2023-08-29 19:00:00,7.5991,1983.3651,1983,164589
resource_191,Dialogflow,694,Requests,us-east1,34.06,51.34,8.25836E+11,8.26052E+11,2023-08-15 23:00:00,2023-08-29 00:00:00,8.3699,5808.7106,5809,482147
resource_146,Cloud Tasks,79,Requests,us-east1,82.69,80.7,5.30291E+11,5.3078E+11,2023-08-15 23:00:00,2023-08-22 04:00:00,4.6715,369.0485,369,30627
resource_577,Cloud SQL,48,Hours,europe-west1,32.2,51.57,6.4686E+11,6.47467E+11,2023-08-15 23:00:00,2023-08-17 23:00:00,3.4797,167.0256,167,13861
resource_853,Cloud Dataproc,254,Hours,us-east1,81.88,28.88,1.15566E+11,1.15861E+11,2023-08-15 23:00:00,2023-08-26 13:00:00,9.7678,2481.0212,2481,205923
resource_371,Cloud Scheduler,660,Requests,asia-south1,5.79,14.23,5.00543E+11,5.01513E+11,2023-08-15 23:00:00,2023-08-16 22:00:00,3.5675,2354.55,2355,195465
resource_840,Cloud Dataflow,7,Hours,us-west1,76.72,17.49,9.98818E+11,9.98935E+11,2023-08-15 23:00:00,2023-08-16 06:00:00,8.4908,59.4356,59,4897
resource_143,Cloud Armor,388,Requests,asia-east1,54.49,6.93,2.92054E+11,2.92091E+11,2023-08-15 23:00:00,2023-08-21 12:00:00,8.0936,3140.3168,3140,260620
resource_218,Cloud Armor,491,Requests,us-west1,41.26,99.83,8.1455E+11,8.14602E+11,2023-08-16 00:00:00,2023-08-19 21:00:00,4.614,2265.474,2265,187995
resource_637,BigQuery,518,Requests,us-east1,4.44,69.85,4.29221E+11,4.29549E+11,2023-08-16 00:00:00,2023-08-17 07:00:00,9.777,5064.486,5064,420312
resource_851,Cloud Functions,42,Requests,asia-east1,56.89,59.47,5.27586E+11,5.27977E+11,2023-08-16 00:00:00,2023-08-18 03:00:00,9.5641,401.6922,402,33366
resource_714,Cloud SQL,35,Hours,us-east1,79.73,78.51,6.32653E+11,6.33549E+11,2023-08-16 00:00:00,2023-08-17 11:00:00,4.3135,150.9725,151,12533
resource_863,Cloud Scheduler,227,Requests,us-west1,17.26,89.1,3.16313E+11,3.16752E+11,2023-08-16 00:00:00,2023-08-17 06:00:00,1.8729,425.1483,425,35275
resource_915,Cloud Spanner,14,Hours,asia-east1,29.59,14.49,3.79121E+11,3.79202E+11,2023-08-16 00:00:00,2023-08-16 14:00:00,7.1953,100.7342,101,8383
resource_368,Cloud Dataproc,398,Hours,us-west1,44.37,99.6,5.31985E+11,5.32346E+11,2023-08-16 00:00:00,2023-09-01 14:00:00,8.642,3439.516,3440,285520
resource_25,Cloud SQL,47,Hours,us-east1,41.56,94.67,9.74591E+11,9.75005E+11,2023-08-16 00:00:00,2023-08-17 23:00:00,0.1915,9.0005,9,747
resource_264,Cloud Dataflow,20,Hours,us-central1,74.2,34.48,8.58171E+11,8.58885E+11,2023-08-16 00:00:00,2023-08-16 20:00:00,8.9972,179.944,180,14940
resource_557,BigQuery,660,Requests,us-central1,7.48,70.39,64622272060,65199419401,2023-08-16 00:00:00,2023-08-22 11:00:00,4.1636,2747.976,2748,228084
resource_480,Compute Engine,382,Hours,us-east1,75.21,90.68,74543677951,75399985514,2023-08-16 00:00:00,2023-08-31 22:00:00,5.8481,2233.9742,2234,185422
resource_977,Cloud SQL,47,Hours,us-east1,23.43,34.55,2.58599E+11,2.59087E+11,2023-08-16 00:00:00,2023-08-17 23:00:00,6.4972,305.3684,305,25315
resource_390,Cloud Storage,89.0765,GB,us-east1,48.03,55.78,58316195210,58744355218,2023-08-16 00:00:00,2023-08-16 17:00:00,8.4001,748.2515077,748,62084
resource_405,Cloud SQL,864,Hours,europe-west1,32.75,72.78,5.81958E+11,5.82381E+11,2023-08-16 00:00:00,2023-09-21 00:00:00,7.9769,6892.0416,6892,572036
resource_195,Cloud Filestore,40.3664,GB,us-central1,86.02,29.58,37017374593,37741608710,2023-08-16 00:00:00,2023-08-18 21:00:00,3.5721,144.1928174,144,11952
resource_408,Cloud Run,657,Requests,asia-east1,85.97,28.46,4.74735E+11,4.75623E+11,2023-08-16 00:00:00,2023-08-16 01:00:00,7.6524,5027.6268,5028,417324
resource_903,Dialogflow,82,Requests,asia-south1,0.72,85.16,15220920993,15972887718,2023-08-16 01:00:00,2023-08-24 01:00:00,8.7976,721.4032,721,59843
resource_408,Cloud Run,634,Requests,asia-east1,93.75,33.9,3.09651E+11,3.09774E+11,2023-08-16 01:00:00,2023-08-21 13:00:00,8.8475,5609.315,5609,465547
resource_351,Cloud Functions,731,Requests,europe-west1,69.08,13.8,6.81314E+11,6.82004E+11,2023-08-16 01:00:00,2023-08-17 01:00:00,6.0177,4398.9387,4399,365117
resource_172,Cloud Dataflow,67,Hours,us-central1,43.84,48.24,3.99106E+11,3.99682E+11,2023-08-16 01:00:00,2023-08-18 20:00:00,0.5029,33.6943,34,2822
resource_582,Artifact Registry,67.3366,GB,asia-east1,83.15,30.08,1.06723E+11,1.07018E+11,2023-08-16 01:00:00,2023-08-20 06:00:00,6.12,412.099992,412,34196
resource_733,Cloud SQL,157,Hours,us-west1,69.82,24.31,1.03166E+11,1.03976E+11,2023-08-16 01:00:00,2023-08-22 14:00:00,3.3854,531.5078,532,44156
resource_79,Cloud Logging,85.5553,GB,us-east1,33.76,61.55,9.96603E+11,9.97501E+11,2023-08-16 01:00:00,2023-08-16 03:00:00,4.4725,382.6460793,383,31789
resource_291,Cloud Spanner,210,Hours,us-central1,93.99,39.69,88963295502,89253348621,2023-08-16 01:00:00,2023-08-24 19:00:00,5.2146,1095.066,1095,90885
resource_52,Compute Engine,43,Hours,us-central1,92.79,30.92,1.5402E+11,1.54896E+11,2023-08-16 02:00:00,2023-08-17 21:00:00,3.0485,131.0855,131,10873
resource_196,Cloud Spanner,29,Hours,europe-west1,13.31,66.31,6.46447E+11,6.47265E+11,2023-08-16 02:00:00,2023-08-17 07:00:00,6.673,193.517,194,16102
resource_109,Cloud SQL,76,Hours,us-east1,65.52,7.76,1.66724E+11,1.6687E+11,2023-08-16 02:00:00,2023-08-19 06:00:00,6.2913,478.1388,478,39674
resource_513,Compute Engine,188,Hours,asia-south1,81.99,97.8,5.63955E+11,5.64696E+11,2023-08-16 02:00:00,2023-08-23 22:00:00,2.1749,408.8812,409,33947
resource_590,BigQuery,398,Requests,us-east1,67.6,95.21,4.65598E+11,4.66495E+11,2023-08-16 02:00:00,2023-08-30 06:00:00,5.2502,2089.5796,2090,173470
resource_657,Cloud Tasks,888,Requests,asia-south1,53.22,44.06,9.30024E+11,9.30236E+11,2023-08-16 02:00:00,2023-08-17 22:00:00,4.3542,3866.5296,3867,320961
resource_792,Cloud Memorystore,20.4957,GB,asia-south1,8.73,53.29,3.43672E+11,3.43872E+11,2023-08-16 02:00:00,2023-08-17 14:00:00,1.8308,37.52352756,38,3154
resource_265,Cloud Logging,17.4287,GB,us-central1,73.19,38.75,1.4903E+11,1.49504E+11,2023-08-16 02:00:00,2023-08-30 21:00:00,3.5411,61.71676957,62,5146
resource_232,Cloud Armor,525,Requests,us-west1,82.04,33.59,9.63032E+11,9.63927E+11,2023-08-16 03:00:00,2023-08-20 08:00:00,3.4286,1800.015,1800,149400
resource_941,Cloud Run,522,Requests,us-central1,96.96,33.58,5.55274E+11,5.55587E+11,2023-08-16 03:00:00,2023-08-18 01:00:00,3.9134,2042.7948,2043,169569
resource_321,Cloud SQL,36,Hours,us-east1,97.73,51.5,8.11916E+11,8.12456E+11,2023-08-16 03:00:00,2023-08-17 15:00:00,3.2417,116.7012,117,9711
resource_498,Cloud Monitoring,13.9284,GB,us-central1,53.99,27.9,5.68299E+11,5.68761E+11,2023-08-16 03:00:00,2023-08-19 19:00:00,0.8315,11.5814646,12,996
resource_611,Cloud Tasks,357,Requests,europe-west1,25.52,89.04,79932433517,80481743938,2023-08-16 03:00:00,2023-08-17 03:00:00,9.9806,3563.0742,3563,295729
resource_79,Cloud Logging,12.893,GB,us-east1,84.27,33.57,1.30787E+11,1.31062E+11,2023-08-16 03:00:00,2023-08-17 15:00:00,8.653,111.563129,112,9296
resource_616,Cloud Dataflow,106,Hours,asia-south1,92.07,1.33,3.37113E+11,3.37545E+11,2023-08-16 03:00:00,2023-08-20 13:00:00,3.8461,407.6866,408,33864
resource_822,Dialogflow,812,Requests,europe-west1,35.96,47.57,48256071264,48602101853,2023-08-16 03:00:00,2023-08-16 14:00:00,0.5107,414.6884,415,34445
resource_284,Cloud Spanner,194,Hours,us-east1,91.79,5.86,9.48476E+11,9.48918E+11,2023-08-16 04:00:00,2023-08-24 06:00:00,9.0246,1750.7724,1751,145333
resource_560,Cloud Monitoring,56.2039,GB,europe-west1,20.66,62.37,7.84958E+11,7.85586E+11,2023-08-16 04:00:00,2023-08-28 14:00:00,1.2239,68.78795321,69,5727
resource_253,Cloud Memorystore,73.6869,GB,europe-west1,79.17,77.3,4.83407E+11,4.83567E+11,2023-08-16 04:00:00,2023-08-19 22:00:00,8.8365,651.1342918,651,54033
resource_103,Cloud Logging,48.1145,GB,asia-south1,5.31,99.98,2.1659E+11,2.17263E+11,2023-08-16 04:00:00,2023-08-16 19:00:00,1.527,73.4708415,73,6059
resource_821,Cloud Dataproc,21,Hours,asia-east1,0.74,59.62,8.67809E+11,8.68801E+11,2023-08-16 04:00:00,2023-08-17 01:00:00,4.7392,99.5232,100,8300
resource_515,Compute Engine,200,Hours,europe-west1,35.18,28.49,4.56725E+11,4.57394E+11,2023-08-16 04:00:00,2023-08-24 12:00:00,4.7571,951.42,951,78933
resource_830,Artifact Registry,31.0046,GB,asia-south1,11.65,51.56,3.11444E+11,3.12167E+11,2023-08-16 04:00:00,2023-08-26 15:00:00,5.0453,156.4275084,156,12948
resource_949,Cloud Filestore,37.5753,GB,us-east1,0.07,86.69,19846136936,20302098749,2023-08-16 05:00:00,2023-08-18 03:00:00,6.4092,240.8276128,241,20003
resource_274,Cloud Dataproc,36,Hours,us-central1,53.36,40.16,7.10583E+11,7.11438E+11,2023-08-16 05:00:00,2023-08-17 17:00:00,6.5887,237.1932,237,19671
resource_278,Cloud Build,195,Requests,europe-west1,72.23,92.33,5.96514E+11,5.97162E+11,2023-08-16 05:00:00,2023-08-17 13:00:00,9.8398,1918.761,1919,159277
resource_352,Cloud Pub/Sub,500,Requests,us-east1,95.97,43.59,1.06649E+11,1.0678E+11,2023-08-16 05:00:00,2023-08-17 20:00:00,7.5644,3782.2,3782,313906
resource_163,App Engine,27,Hours,asia-south1,26.16,12.72,33153777805,33511099851,2023-08-16 05:00:00,2023-08-17 08:00:00,7.1603,193.3281,193,16019
resource_741,BigQuery,496,Requests,asia-east1,96.39,10.08,81229934759,81871794694,2023-08-16 05:00:00,2023-08-20 07:00:00,4.6459,2304.3664,2304,191232
resource_982,Cloud Spanner,73,Hours,asia-east1,86.17,3.83,2.04991E+11,2.05129E+11,2023-08-16 05:00:00,2023-08-19 06:00:00,1.2434,90.7682,91,7553
resource_375,Cloud Storage,58.4543,GB,asia-east1,44.09,22.79,6.98871E+11,6.9953E+11,2023-08-16 05:00:00,2023-08-23 08:00:00,8.3908,490.4783404,490,40670
